H_cluster_id,cluster_id,id,A,AP,AF,AS,S,R,APF,AR,lable
(2253),2253,1667,0.989230769231,0.00923076923077,0.0,0.00153846153846,0.0,0.0,0.0,0.0,HTTPs
(693),693,411,0.901315789474,0.0723684210526,0.0131578947368,0.00657894736842,0.00657894736842,0.0,0.0,0.0,HTTPs
(2264),2264,1686,0.679245283019,0.245283018868,0.0188679245283,0.0188679245283,0.0188679245283,0.0,0.0188679245283,0.0,HTTPs
(2264),2264,1729,0.686274509804,0.235294117647,0.0196078431373,0.0196078431373,0.0196078431373,0.0,0.0196078431373,0.0,HTTPs
(1928),1928,883,0.809523809524,0.126984126984,0.015873015873,0.015873015873,0.015873015873,0.0,0.015873015873,0.0,HTTP
(1928),1928,1096,0.811594202899,0.130434782609,0.0144927536232,0.0144927536232,0.0144927536232,0.0,0.0144927536232,0.0,HTTP
(939),939,1501,0.949416342412,0.0350194552529,0.00389105058366,0.00389105058366,0.00389105058366,0.0,0.00389105058366,0.0,HTTPs
(1461),1461,142,0.803571428571,0.125,0.0357142857143,0.0178571428571,0.0178571428571,0.0,0.0,0.0,HTTP
(1461),1461,316,0.803571428571,0.125,0.0357142857143,0.0178571428571,0.0178571428571,0.0,0.0,0.0,HTTP
(1461),1461,1040,0.803571428571,0.125,0.0357142857143,0.0178571428571,0.0178571428571,0.0,0.0,0.0,HTTP
(1461),1461,1087,0.803571428571,0.125,0.0357142857143,0.0178571428571,0.0178571428571,0.0,0.0,0.0,HTTP
(1461),1461,1133,0.803571428571,0.125,0.0357142857143,0.0178571428571,0.0178571428571,0.0,0.0,0.0,HTTP
((1393)(2485)),1393,1050,0.830188679245,0.132075471698,0.0,0.0188679245283,0.0188679245283,0.0,0.0,0.0,HTTP
((1393)(2485)),2485,2262,0.838709677419,0.129032258065,0.0,0.0161290322581,0.0161290322581,0.0,0.0,0.0,HTTP
(390),390,622,0.948717948718,0.0384615384615,0.0,0.0128205128205,0.0,0.0,0.0,0.0,HTTP
(1453),1453,2371,0.722222222222,0.203703703704,0.0185185185185,0.0,0.0185185185185,0.0,0.037037037037,0.0,HTTP
(44),44,64,0.929978118162,0.0678336980306,0.0,0.00109409190372,0.00109409190372,0.0,0.0,0.0,IMAPS
(1194),1194,1644,0.810344827586,0.172413793103,0.0,0.0172413793103,0.0,0.0,0.0,0.0,HTTP
(1194),1194,1938,0.811320754717,0.169811320755,0.0,0.0188679245283,0.0,0.0,0.0,0.0,HTTP
(863),863,156,0.433333333333,0.45,0.0833333333333,0.0166666666667,0.0166666666667,0.0,0.0,0.0,HTTP
(863),863,1354,0.444444444444,0.460317460317,0.0634920634921,0.015873015873,0.015873015873,0.0,0.0,0.0,HTTP
(1999),1999,1031,0.941176470588,0.0294117647059,0.0147058823529,0.0147058823529,0.0,0.0,0.0,0.0,HTTP
(694),694,1102,0.61,0.37,0.0,0.01,0.01,0.0,0.0,0.0,other
(941),941,1504,0.928838951311,0.0674157303371,0.0,0.00374531835206,0.0,0.0,0.0,0.0,HTTPs
(1190),1190,969,0.5,0.466666666667,0.0,0.0166666666667,0.0166666666667,0.0,0.0,0.0,HTTP
(1190),1190,1519,0.506493506494,0.467532467532,0.0,0.012987012987,0.012987012987,0.0,0.0,0.0,HTTP
(1190),1190,1542,0.5,0.461538461538,0.0,0.0192307692308,0.0192307692308,0.0,0.0,0.0,HTTP
(1190),1190,1881,0.526315789474,0.456140350877,0.0,0.0175438596491,0.0,0.0,0.0,0.0,HTTP
(1190),1190,1932,0.5,0.462962962963,0.0,0.0185185185185,0.0185185185185,0.0,0.0,0.0,HTTP
(1249),1249,2022,0.725490196078,0.176470588235,0.0392156862745,0.0196078431373,0.0196078431373,0.0,0.0196078431373,0.0,HTTP
(2289),2289,1757,0.77358490566,0.132075471698,0.0377358490566,0.0188679245283,0.0188679245283,0.0,0.0188679245283,0.0,HTTPs
(2091),2091,1260,0.968309859155,0.0176056338028,0.0,0.00352112676056,0.0,0.00704225352113,0.00352112676056,0.0,HTTPs
(58),58,94,0.705426356589,0.279069767442,0.0,0.0077519379845,0.0077519379845,0.0,0.0,0.0,SSH
(55),55,85,0.868852459016,0.0655737704918,0.0327868852459,0.016393442623,0.016393442623,0.0,0.0,0.0,IMAPS
